subject,itemID,pres.order,Item,Itemtype,Length,ColFreq,answer,res,RT
9,121,20,short pay,Baseline,9,1,FALSE,0,1872
9,122,61,silent experience,Baseline,17,0,FALSE,1,2732
9,123,18,slim rise,Baseline,9,0,FALSE,0,2839
9,124,138,slow luck,Baseline,9,0,FALSE,1,1778
9,125,42,small look,Baseline,10,2,FALSE,0,2165
9,126,76,soft woman,Baseline,10,6,FALSE,0,1136
9,127,50,straight battle,Baseline,15,1,FALSE,0,3202
9,128,83,strong deaths,Baseline,13,0,FALSE,0,1274
9,129,56,stupid rain ,Baseline,11,1,FALSE,0,1450
9,130,49,sweet wind,Baseline,10,6,FALSE,1,2361
9,131,52,tall eyes,Baseline,9,0,FALSE,1,4709
9,132,4,thick daylight,Baseline,14,0,FALSE,0,2544
9,133,45,thin personality ,Baseline,16,0,FALSE,1,2087
9,134,84,tragic danger,Baseline,13,0,FALSE,1,2343
9,135,24,warm speed,Baseline,10,0,FALSE,0,1759
9,136,130,weak speech ,Baseline,11,0,FALSE,0,1375
9,137,23,wet sleep,Baseline,9,0,FALSE,0,1064
9,138,36,wide year,Baseline,9,0,FALSE,0,3067
9,139,48,yellow society,Baseline,14,0,FALSE,1,1551
10,1,7,thick fog,JE,9,145,TRUE,1,1243
10,2,29,stupid idea,JE,11,112,TRUE,1,1112
10,3,54,thin lips ,JE,9,266,TRUE,0,1643
10,4,39,deep love,JE,9,140,TRUE,0,1337
10,5,40,small room,JE,10,1010,TRUE,1,991
10,6,84,long sleep,JE,10,82,TRUE,0,808
10,7,73,cold tea,JE,8,37,TRUE,0,655
10,8,94,broken window,JE,13,249,TRUE,1,776
10,9,122,final year,JE,10,620,TRUE,1,1348
10,10,6,front tire,JE,10,139,TRUE,0,1030
10,11,107,famous person,JE,13,234,TRUE,1,760
10,12,74,good news,JE,9,10360,TRUE,1,594
10,13,10,economic growth,JE,15,6627,TRUE,1,774
10,14,14,black hole,JE,10,2889,TRUE,1,752
10,15,86,near future,JE,11,2422,TRUE,1,691
10,16,70,tragic deaths,JE,13,49,TRUE,0,969
10,17,53,beautiful woman,JE,15,1386,TRUE,1,694
10,18,81,handsome man,JE,12,606,TRUE,1,880
10,19,79,bitter experience,JE,17,97,TRUE,1,926
10,20,120,big eyes,JE,8,321,TRUE,1,1079
10,21,13,high price,JE,10,971,TRUE,0,1533
10,22,30,strong wind,JE,11,238,TRUE,1,784
10,23,5,clean water,JE,11,1797,TRUE,1,1009
10,24,110,bad debt,Eonly,8,203,TRUE,0,785
10,25,27,bare feet,Eonly,9,1552,TRUE,0,1163
10,26,75,brief moment,Eonly,12,656,TRUE,1,1084
10,27,137,broad daylight,Eonly,14,597,TRUE,0,1208
10,28,24,busy road,Eonly,9,77,TRUE,1,1200
10,29,34,careful attention,Eonly,17,396,TRUE,0,1467
10,30,3,coming months,Eonly,13,938,TRUE,1,1200
10,31,52,early bird,Eonly,10,178,TRUE,1,868
10,32,67,easy decision,Eonly,13,217,TRUE,1,1171
10,33,1,false teeth,Eonly,11,200,TRUE,0,1790
10,34,48,flat rate,Eonly,9,125,TRUE,0,1086
10,35,97,free speech,Eonly,11,3214,TRUE,1,1362
10,36,89,full understanding,Eonly,18,198,TRUE,1,740
10,37,45,hard luck,Eonly,9,93,TRUE,0,898
10,38,123,low speed,Eonly,9,501,TRUE,0,682
10,39,78,lucky guess,Eonly,11,30,TRUE,0,962
10,40,4,open arms,Eonly,9,473,TRUE,0,1722
10,41,26,poor health,Eonly,11,642,TRUE,1,957
10,42,43,proud parents,Eonly,13,110,TRUE,0,1136
10,43,66,quick look,Eonly,10,1038,TRUE,1,834
10,44,114,sharp rise,Eonly,10,172,TRUE,0,769
10,45,117,short notice,Eonly,12,516,TRUE,0,903
10,46,118,slow learner,Eonly,12,68,TRUE,0,969
10,47,76,active personality,Jonly,18,0,FALSE,1,835
10,48,51,cheap pay,Jonly,9,0,FALSE,1,1146
10,49,11,dark society,Jonly,12,0,FALSE,1,1150
10,50,90,delicious season,Jonly,16,0,FALSE,1,794
10,51,121,far eye,Jonly,7,0,FALSE,1,679
10,52,92,frank question,Jonly,14,6,FALSE,0,857
10,53,44,hot battle,Jonly,10,1,FALSE,1,833
10,54,88,light content,Jonly,13,1,FALSE,1,718
10,55,17,narrow thought,Jonly,14,0,FALSE,1,1054
10,56,109,pretty animal,Jonly,13,2,FALSE,1,895
10,57,96,quiet war,Jonly,9,12,FALSE,1,748
10,58,50,severe home,Jonly,11,0,FALSE,1,1551
10,59,133,shallow injury,Jonly,14,0,FALSE,0,1318
10,60,16,silent force,Jonly,12,2,FALSE,0,1219
10,61,127,slim branch,Jonly,11,0,FALSE,1,671
10,62,131,soft atmosphere,Jonly,15,0,FALSE,0,856
10,63,62,straight heart,Jonly,14,0,FALSE,1,1007
10,64,98,sweet judgment,Jonly,14,1,FALSE,1,712
10,65,106,tall danger,Jonly,11,0,FALSE,1,699
10,66,9,warm gift,Jonly,9,0,FALSE,0,1244
10,67,37,weak rain ,Jonly,9,0,FALSE,1,846
10,68,60,wide market,Jonly,11,5,FALSE,1,1119
10,69,113,yellow voice,Jonly,12,0,FALSE,1,779
10,70,41,active gift,Baseline,11,0,FALSE,1,939
10,71,72,bad lips,Baseline,8,0,FALSE,1,736
10,72,111,bare growth,Baseline,11,0,FALSE,1,808
10,73,61,beautiful understanding,Baseline,23,0,FALSE,1,1119
10,74,138,big atmosphere,Baseline,14,1,FALSE,1,867
10,75,102,bitter hole,Baseline,11,0,FALSE,1,989
10,76,31,black news,Baseline,10,5,FALSE,1,1697
10,77,85,brief decision,Baseline,14,0,FALSE,0,1232
10,78,38,broad water,Baseline,11,5,FALSE,1,873
10,79,35,broken attention,Baseline,16,0,FALSE,1,1124
10,80,108,busy content,Baseline,12,0,FALSE,1,824
10,81,99,careful weather,Baseline,15,0,FALSE,1,1317
10,82,65,cheap notice,Baseline,12,0,FALSE,1,959
10,83,116,clean price,Baseline,11,0,FALSE,1,845
10,84,18,cold love,Baseline,9,0,FALSE,1,764
10,85,55,coming judgement,Baseline,15,0,FALSE,1,1201
10,86,126,dark months,Baseline,11,20,FALSE,1,877
10,87,105,deep room,Baseline,9,1,FALSE,1,897
10,88,46,delicious person,Baseline,16,1,FALSE,1,1012
10,89,132,early guess,Baseline,11,3,FALSE,0,1024
10,90,25,easy market,Baseline,11,2,FALSE,1,962
10,91,87,economic stone,Baseline,14,0,FALSE,0,720
10,92,57,false tire,Baseline,10,0,FALSE,1,847
10,93,12,famous eye,Baseline,10,2,FALSE,1,1071
10,94,59,far home,Baseline,8,0,FALSE,1,665
10,95,129,final heart,Baseline,11,5,FALSE,1,1139
10,96,124,flat bird,Baseline,9,0,FALSE,1,928
10,97,58,frank animal,Baseline,12,0,FALSE,1,895
10,98,69,free voice,Baseline,10,10,FALSE,1,746
10,99,68,front future,Baseline,12,0,FALSE,1,1013
10,100,63,full question,Baseline,13,3,FALSE,1,924
10,101,64,good moment,Baseline,11,104,FALSE,0,2366
10,102,139,handsome branch,Baseline,15,0,FALSE,1,949
10,103,91,hard injury,Baseline,11,0,FALSE,0,2658
10,104,82,heavy season,Baseline,12,1,FALSE,1,729
10,105,33,hot parents,Baseline,11,0,FALSE,1,773
10,106,128,light window,Baseline,12,1,FALSE,1,1419
10,107,28,long energy,Baseline,11,0,FALSE,1,1315
10,108,95,low thought,Baseline,11,0,FALSE,1,928
10,109,93,lucky tea,Baseline,9,0,FALSE,1,747
10,110,136,narrow force,Baseline,12,0,FALSE,0,1448
10,111,104,near feet,Baseline,9,0,FALSE,1,824
10,112,125,open teeth,Baseline,10,1,FALSE,1,1275
10,113,32,poor war,Baseline,8,1,FALSE,1,1349
10,114,80,pretty arms,Baseline,11,3,FALSE,1,1065
10,115,115,proud idea,Baseline,10,0,FALSE,1,1008
10,116,77,quick rate,Baseline,10,3,FALSE,1,1013
10,117,22,quiet fog,Baseline,9,0,FALSE,1,1185
10,118,112,severe learner,Baseline,14,0,FALSE,1,816
10,119,83,shallow road,Baseline,12,0,FALSE,1,824
10,120,71,sharp debt,Baseline,10,0,FALSE,1,1253
10,121,42,short pay,Baseline,9,1,FALSE,1,862
10,122,103,silent experience,Baseline,17,0,FALSE,1,1011
10,123,20,slim rise,Baseline,9,0,FALSE,1,791
10,124,119,slow luck,Baseline,9,0,FALSE,1,932
10,125,19,small look,Baseline,10,2,FALSE,0,1571
10,126,2,soft woman,Baseline,10,6,FALSE,1,1025
10,127,21,straight battle,Baseline,15,1,FALSE,1,1167
10,128,56,strong deaths,Baseline,13,0,FALSE,1,977
10,129,100,stupid rain ,Baseline,11,1,FALSE,1,802
10,130,130,sweet wind,Baseline,10,6,FALSE,0,1532
10,131,23,tall eyes,Baseline,9,0,FALSE,1,745
10,132,135,thick daylight,Baseline,14,0,FALSE,1,660
10,133,101,thin personality ,Baseline,16,0,FALSE,1,610
10,134,8,tragic danger,Baseline,13,0,FALSE,1,1294
10,135,36,warm speed,Baseline,10,0,FALSE,1,884
10,136,47,weak speech ,Baseline,11,0,FALSE,1,1001
10,137,15,wet sleep,Baseline,9,0,FALSE,1,983
10,138,134,wide year,Baseline,9,0,FALSE,1,851
10,139,49,yellow society,Baseline,14,0,FALSE,1,902
11,1,122,thick fog,JE,9,145,TRUE,0,873
11,2,47,stupid idea,JE,11,112,TRUE,0,1436
11,3,114,thin lips ,JE,9,266,TRUE,0,760
11,4,49,deep love,JE,9,140,TRUE,1,1007
11,5,41,small room,JE,10,1010,TRUE,1,878
11,6,21,long sleep,JE,10,82,TRUE,1,1123
11,7,125,cold tea,JE,8,37,TRUE,1,1308
11,8,73,broken window,JE,13,249,TRUE,1,1717
11,9,80,final year,JE,10,620,TRUE,1,1154
11,10,127,front tire,JE,10,139,TRUE,0,973
11,11,67,famous person,JE,13,234,TRUE,1,895
11,12,48,good news,JE,9,10360,TRUE,1,748
11,13,91,economic growth,JE,15,6627,TRUE,1,1189
11,14,113,black hole,JE,10,2889,TRUE,1,1949
11,15,56,near future,JE,11,2422,TRUE,1,1476
11,16,123,tragic deaths,JE,13,49,TRUE,0,1183
11,17,28,beautiful woman,JE,15,1386,TRUE,1,930
11,18,3,handsome man,JE,12,606,TRUE,1,1296
11,19,112,bitter experience,JE,17,97,TRUE,0,1111
11,20,138,big eyes,JE,8,321,TRUE,1,1129
11,21,18,high price,JE,10,971,TRUE,1,882
11,22,95,strong wind,JE,11,238,TRUE,0,1336
11,23,128,clean water,JE,11,1797,TRUE,1,1320
11,24,81,bad debt,Eonly,8,203,TRUE,0,1451
11,25,31,bare feet,Eonly,9,1552,TRUE,1,1363
11,26,109,brief moment,Eonly,12,656,TRUE,1,1522
11,27,36,broad daylight,Eonly,14,597,TRUE,0,2298
11,28,44,busy road,Eonly,9,77,TRUE,0,1152
11,29,59,careful attention,Eonly,17,396,TRUE,1,1894
11,30,1,coming months,Eonly,13,938,TRUE,0,1083
11,31,119,early bird,Eonly,10,178,TRUE,0,1191
11,32,53,easy decision,Eonly,13,217,TRUE,0,2219
11,33,52,false teeth,Eonly,11,200,TRUE,0,1758
11,34,30,flat rate,Eonly,9,125,TRUE,1,1788
11,35,14,free speech,Eonly,11,3214,TRUE,0,1447
11,36,118,full understanding,Eonly,18,198,TRUE,0,1395
11,37,17,hard luck,Eonly,9,93,TRUE,1,901
11,38,19,low speed,Eonly,9,501,TRUE,1,901
11,39,121,lucky guess,Eonly,11,30,TRUE,0,930
11,40,83,open arms,Eonly,9,473,TRUE,0,838
11,41,116,poor health,Eonly,11,642,TRUE,0,1018
11,42,54,proud parents,Eonly,13,110,TRUE,0,1847
11,43,93,quick look,Eonly,10,1038,TRUE,1,2027
11,44,6,sharp rise,Eonly,10,172,TRUE,0,1485
11,45,108,short notice,Eonly,12,516,TRUE,0,1226
11,46,7,slow learner,Eonly,12,68,TRUE,0,1546
11,47,45,active personality,Jonly,18,0,FALSE,1,1594
11,48,55,cheap pay,Jonly,9,0,FALSE,0,1619
11,49,96,dark society,Jonly,12,0,FALSE,1,1183
11,50,115,delicious season,Jonly,16,0,FALSE,1,1213
11,51,64,far eye,Jonly,7,0,FALSE,1,1243
11,52,85,frank question,Jonly,14,6,FALSE,1,1153
11,53,50,hot battle,Jonly,10,1,FALSE,0,1800
11,54,13,light content,Jonly,13,1,FALSE,1,1582
11,55,37,narrow thought,Jonly,14,0,FALSE,1,1254
11,56,66,pretty animal,Jonly,13,2,FALSE,0,1624
11,57,58,quiet war,Jonly,9,12,FALSE,1,1329
11,58,71,severe home,Jonly,11,0,FALSE,1,1069
11,59,38,shallow injury,Jonly,14,0,FALSE,1,1661
11,60,32,silent force,Jonly,12,2,FALSE,1,1341
11,61,22,slim branch,Jonly,11,0,FALSE,1,1477
11,62,39,soft atmosphere,Jonly,15,0,FALSE,0,1526
11,63,99,straight heart,Jonly,14,0,FALSE,1,896
11,64,35,sweet judgment,Jonly,14,1,FALSE,1,1596
11,65,63,tall danger,Jonly,11,0,FALSE,1,1367
11,66,76,warm gift,Jonly,9,0,FALSE,1,782
11,67,139,weak rain ,Jonly,9,0,FALSE,1,1044
11,68,111,wide market,Jonly,11,5,FALSE,1,873
11,69,25,yellow voice,Jonly,12,0,FALSE,1,1570
11,70,60,active gift,Baseline,11,0,FALSE,1,1376
11,71,90,bad lips,Baseline,8,0,FALSE,1,1087
11,72,72,bare growth,Baseline,11,0,FALSE,1,821
11,73,94,beautiful understanding,Baseline,23,0,FALSE,1,1302
11,74,79,big atmosphere,Baseline,14,1,FALSE,1,898
11,75,89,bitter hole,Baseline,11,0,FALSE,1,1624
11,76,132,black news,Baseline,10,5,FALSE,1,903
11,77,16,brief decision,Baseline,14,0,FALSE,0,1585
11,78,5,broad water,Baseline,11,5,FALSE,1,1274
11,79,92,broken attention,Baseline,16,0,FALSE,1,1365
11,80,46,busy content,Baseline,12,0,FALSE,1,1360
11,81,104,careful weather,Baseline,15,0,FALSE,1,1240
11,82,102,cheap notice,Baseline,12,0,FALSE,1,1282
11,83,133,clean price,Baseline,11,0,FALSE,1,1015
11,84,11,cold love,Baseline,9,0,FALSE,1,2042
11,85,42,coming judgement,Baseline,15,0,FALSE,1,1273
11,86,62,dark months,Baseline,11,20,FALSE,1,1056
11,87,27,deep room,Baseline,9,1,FALSE,1,1136
11,88,78,delicious person,Baseline,16,1,FALSE,1,1596
11,89,29,early guess,Baseline,11,3,FALSE,1,1833
11,90,97,easy market,Baseline,11,2,FALSE,1,930
11,91,51,economic stone,Baseline,14,0,FALSE,1,1597
11,92,20,false tire,Baseline,10,0,FALSE,1,1312
11,93,2,famous eye,Baseline,10,2,FALSE,1,1469
11,94,4,far home,Baseline,8,0,FALSE,1,1446
11,95,24,final heart,Baseline,11,5,FALSE,1,1314
11,96,23,flat bird,Baseline,9,0,FALSE,1,1291
11,97,26,frank animal,Baseline,12,0,FALSE,1,2267
11,98,107,free voice,Baseline,10,10,FALSE,1,879
11,99,106,front future,Baseline,12,0,FALSE,1,1391
11,100,69,full question,Baseline,13,3,FALSE,1,962
11,101,68,good moment,Baseline,11,104,FALSE,0,905
11,102,43,handsome branch,Baseline,15,0,FALSE,1,1282
11,103,117,hard injury,Baseline,11,0,FALSE,1,1063
11,104,75,heavy season,Baseline,12,1,FALSE,1,1170
11,105,135,hot parents,Baseline,11,0,FALSE,1,974
11,106,100,light window,Baseline,12,1,FALSE,1,1181
11,107,86,long energy,Baseline,11,0,FALSE,1,1385
11,108,134,low thought,Baseline,11,0,FALSE,1,727
11,109,131,lucky tea,Baseline,9,0,FALSE,1,931
11,110,33,narrow force,Baseline,12,0,FALSE,1,1370
11,111,61,near feet,Baseline,9,0,FALSE,1,1260
11,112,15,open teeth,Baseline,10,1,FALSE,1,1650
11,113,10,poor war,Baseline,8,1,FALSE,1,1535
11,114,40,pretty arms,Baseline,11,3,FALSE,1,1874
11,115,82,proud idea,Baseline,10,0,FALSE,1,952
11,116,12,quick rate,Baseline,10,3,FALSE,0,2002
11,117,84,quiet fog,Baseline,9,0,FALSE,1,1436
11,118,126,severe learner,Baseline,14,0,FALSE,1,989
11,119,9,shallow road,Baseline,12,0,FALSE,1,2267
11,120,110,sharp debt,Baseline,10,0,FALSE,1,974
11,121,136,short pay,Baseline,9,1,FALSE,1,1023
11,122,65,silent experience,Baseline,17,0,FALSE,1,1240
11,123,57,slim rise,Baseline,9,0,FALSE,1,1617
11,124,103,slow luck,Baseline,9,0,FALSE,1,1060
11,125,130,small look,Baseline,10,2,FALSE,1,1015
11,126,88,soft woman,Baseline,10,6,FALSE,1,929
11,127,98,straight battle,Baseline,15,1,FALSE,1,1023
11,128,70,strong deaths,Baseline,13,0,FALSE,1,1150
11,129,74,stupid rain ,Baseline,11,1,FALSE,1,1296
11,130,87,sweet wind,Baseline,10,6,FALSE,1,1441
11,131,124,tall eyes,Baseline,9,0,FALSE,1,1395
11,132,77,thick daylight,Baseline,14,0,FALSE,1,2143
11,133,137,thin personality ,Baseline,16,0,FALSE,1,1015
11,134,101,tragic danger,Baseline,13,0,FALSE,0,2377
11,135,129,warm speed,Baseline,10,0,FALSE,1,1051
11,136,34,weak speech ,Baseline,11,0,FALSE,1,1821
11,137,105,wet sleep,Baseline,9,0,FALSE,1,794
11,138,120,wide year,Baseline,9,0,FALSE,1,923
11,139,8,yellow society,Baseline,14,0,FALSE,1,1324
12,1,139,thick fog,JE,9,145,TRUE,1,1522
12,2,134,stupid idea,JE,11,112,TRUE,1,1129
12,3,112,thin lips ,JE,9,266,TRUE,1,1920
12,4,95,deep love,JE,9,140,TRUE,1,1282
12,5,35,small room,JE,10,1010,TRUE,1,1093
12,6,33,long sleep,JE,10,82,TRUE,0,1300
12,7,84,cold tea,JE,8,37,TRUE,1,1227
12,8,91,broken window,JE,13,249,TRUE,1,1124
12,9,41,final year,JE,10,620,TRUE,1,913
12,10,50,front tire,JE,10,139,TRUE,1,2088
12,11,126,famous person,JE,13,234,TRUE,1,924
12,12,130,good news,JE,9,10360,TRUE,1,793
12,13,47,economic growth,JE,15,6627,TRUE,1,1134
12,14,15,black hole,JE,10,2889,TRUE,1,957
12,15,123,near future,JE,11,2422,TRUE,1,1078
12,16,129,tragic deaths,JE,13,49,TRUE,1,2170
12,17,94,beautiful woman,JE,15,1386,TRUE,1,967
12,18,70,handsome man,JE,12,606,TRUE,1,1039
12,19,40,bitter experience,JE,17,97,TRUE,1,1260
12,20,98,big eyes,JE,8,321,TRUE,1,1082
12,21,89,high price,JE,10,971,TRUE,1,1351
12,22,17,strong wind,JE,11,238,TRUE,1,1590
12,23,55,clean water,JE,11,1797,TRUE,1,1236
12,24,61,bad debt,Eonly,8,203,TRUE,0,1107
12,25,117,bare feet,Eonly,9,1552,TRUE,1,1051
12,26,133,brief moment,Eonly,12,656,TRUE,1,1829
12,27,104,broad daylight,Eonly,14,597,TRUE,0,1728
12,28,16,busy road,Eonly,9,77,TRUE,1,1039
12,29,102,careful attention,Eonly,17,396,TRUE,1,1313
12,30,79,coming months,Eonly,13,938,TRUE,0,2585
12,31,119,early bird,Eonly,10,178,TRUE,1,1044
12,32,92,easy decision,Eonly,13,217,TRUE,1,1332
12,33,34,false teeth,Eonly,11,200,TRUE,0,1959
12,34,26,flat rate,Eonly,9,125,TRUE,0,1602
12,35,42,free speech,Eonly,11,3214,TRUE,1,1571
12,36,39,full understanding,Eonly,18,198,TRUE,1,1509
12,37,132,hard luck,Eonly,9,93,TRUE,0,1667
12,38,114,low speed,Eonly,9,501,TRUE,1,1602
12,39,138,lucky guess,Eonly,11,30,TRUE,1,1311
12,40,27,open arms,Eonly,9,473,TRUE,1,1600
12,41,8,poor health,Eonly,11,642,TRUE,1,1132
12,42,80,proud parents,Eonly,13,110,TRUE,0,1794
12,43,93,quick look,Eonly,10,1038,TRUE,1,1871
12,44,72,sharp rise,Eonly,10,172,TRUE,0,1626
12,45,105,short notice,Eonly,12,516,TRUE,1,1166
12,46,78,slow learner,Eonly,12,68,TRUE,1,1778
12,47,111,active personality,Jonly,18,0,FALSE,0,1368
12,48,54,cheap pay,Jonly,9,0,FALSE,1,1539
12,49,51,dark society,Jonly,12,0,FALSE,0,1262
12,50,137,delicious season,Jonly,16,0,FALSE,1,2298
12,51,67,far eye,Jonly,7,0,FALSE,1,1867
12,52,120,frank question,Jonly,14,6,FALSE,0,1525
12,53,99,hot battle,Jonly,10,1,FALSE,0,2032
12,54,101,light content,Jonly,13,1,FALSE,0,2268
12,55,97,narrow thought,Jonly,14,0,FALSE,0,1851
12,56,90,pretty animal,Jonly,13,2,FALSE,0,1365
12,57,20,quiet war,Jonly,9,12,FALSE,0,1487
12,58,19,severe home,Jonly,11,0,FALSE,1,1548
12,59,49,shallow injury,Jonly,14,0,FALSE,0,1816
12,60,113,silent force,Jonly,12,2,FALSE,1,1652
12,61,106,slim branch,Jonly,11,0,FALSE,1,1848
12,62,25,soft atmosphere,Jonly,15,0,FALSE,0,1404
12,63,23,straight heart,Jonly,14,0,FALSE,1,1460
12,64,14,sweet judgment,Jonly,14,1,FALSE,1,1730
12,65,52,tall danger,Jonly,11,0,FALSE,1,1363
12,66,110,warm gift,Jonly,9,0,FALSE,0,1717
12,67,100,weak rain ,Jonly,9,0,FALSE,0,1160
12,68,103,wide market,Jonly,11,5,FALSE,0,1461
12,69,37,yellow voice,Jonly,12,0,FALSE,1,1526
12,70,4,active gift,Baseline,11,0,FALSE,1,1471
12,71,30,bad lips,Baseline,8,0,FALSE,0,1810
12,72,82,bare growth,Baseline,11,0,FALSE,1,1849
12,73,1,beautiful understanding,Baseline,23,0,FALSE,1,1576
12,74,58,big atmosphere,Baseline,14,1,FALSE,1,1208
12,75,5,bitter hole,Baseline,11,0,FALSE,1,1904
12,76,36,black news,Baseline,10,5,FALSE,0,1643
12,77,118,brief decision,Baseline,14,0,FALSE,0,1332
12,78,57,broad water,Baseline,11,5,FALSE,1,1337
12,79,125,broken attention,Baseline,16,0,FALSE,1,1342
12,80,128,busy content,Baseline,12,0,FALSE,1,2242
12,81,86,careful weather,Baseline,15,0,FALSE,1,1474
12,82,83,cheap notice,Baseline,12,0,FALSE,1,2008
12,83,122,clean price,Baseline,11,0,FALSE,1,2171
12,84,76,cold love,Baseline,9,0,FALSE,1,2566
12,85,81,coming judgement,Baseline,15,0,FALSE,1,1750
12,86,87,dark months,Baseline,11,20,FALSE,1,1923
12,87,71,deep room,Baseline,9,1,FALSE,1,1655
12,88,53,delicious person,Baseline,16,1,FALSE,1,1249
12,89,69,early guess,Baseline,11,3,FALSE,1,1667
12,90,32,easy market,Baseline,11,2,FALSE,1,1835
12,91,77,economic stone,Baseline,14,0,FALSE,1,1815
12,92,65,false tire,Baseline,10,0,FALSE,1,2240
12,93,127,famous eye,Baseline,10,2,FALSE,1,1120
12,94,115,far home,Baseline,8,0,FALSE,1,1533
12,95,45,final heart,Baseline,11,5,FALSE,1,1316
12,96,3,flat bird,Baseline,9,0,FALSE,1,1426
12,97,18,frank animal,Baseline,12,0,FALSE,1,1704
12,98,131,free voice,Baseline,10,10,FALSE,0,1727
12,99,12,front future,Baseline,12,0,FALSE,1,1565
12,100,31,full question,Baseline,13,3,FALSE,1,1629
12,101,68,good moment,Baseline,11,104,FALSE,0,1380
12,102,121,handsome branch,Baseline,15,0,FALSE,0,858
12,103,11,hard injury,Baseline,11,0,FALSE,0,1506
12,104,6,heavy season,Baseline,12,1,FALSE,1,1491
12,105,2,hot parents,Baseline,11,0,FALSE,1,1394
12,106,124,light window,Baseline,12,1,FALSE,1,1907
12,107,64,long energy,Baseline,11,0,FALSE,1,1520
12,108,29,low thought,Baseline,11,0,FALSE,1,1872
12,109,85,lucky tea,Baseline,9,0,FALSE,1,1535
12,110,107,narrow force,Baseline,12,0,FALSE,1,1508
12,111,44,near feet,Baseline,9,0,FALSE,1,2843
12,112,63,open teeth,Baseline,10,1,FALSE,1,1353
12,113,96,poor war,Baseline,8,1,FALSE,1,1404
12,114,43,pretty arms,Baseline,11,3,FALSE,1,1480
12,115,59,proud idea,Baseline,10,0,FALSE,1,1755
12,116,48,quick rate,Baseline,10,3,FALSE,0,1896
12,117,135,quiet fog,Baseline,9,0,FALSE,0,1622
12,118,66,severe learner,Baseline,14,0,FALSE,1,2570
12,119,108,shallow road,Baseline,12,0,FALSE,0,1845
12,120,75,sharp debt,Baseline,10,0,FALSE,1,1997
12,121,109,short pay,Baseline,9,1,FALSE,1,1437
12,122,74,silent experience,Baseline,17,0,FALSE,1,2559
12,123,60,slim rise,Baseline,9,0,FALSE,1,1149
12,124,22,slow luck,Baseline,9,0,FALSE,1,1907
12,125,73,small look,Baseline,10,2,FALSE,1,3198
12,126,116,soft woman,Baseline,10,6,FALSE,0,1232
12,127,46,straight battle,Baseline,15,1,FALSE,1,1867
12,128,13,strong deaths,Baseline,13,0,FALSE,1,1339
12,129,62,stupid rain ,Baseline,11,1,FALSE,1,1756
12,130,21,sweet wind,Baseline,10,6,FALSE,1,2413
12,131,28,tall eyes,Baseline,9,0,FALSE,1,1830
12,132,88,thick daylight,Baseline,14,0,FALSE,1,2466
12,133,10,thin personality ,Baseline,16,0,FALSE,1,1865
12,134,7,tragic danger,Baseline,13,0,FALSE,1,1457
12,135,38,warm speed,Baseline,10,0,FALSE,1,3761
12,136,9,weak speech ,Baseline,11,0,FALSE,1,1141
12,137,136,wet sleep,Baseline,9,0,FALSE,1,1612
12,138,24,wide year,Baseline,9,0,FALSE,1,1724
12,139,56,yellow society,Baseline,14,0,FALSE,1,1274
13,1,47,thick fog,JE,9,145,TRUE,1,1671
13,2,17,stupid idea,JE,11,112,TRUE,0,1303
13,3,81,thin lips ,JE,9,266,TRUE,0,921
13,4,64,deep love,JE,9,140,TRUE,1,1041
13,5,35,small room,JE,10,1010,TRUE,1,1484
13,6,139,long sleep,JE,10,82,TRUE,1,1205
13,7,107,cold tea,JE,8,37,TRUE,1,953
13,8,65,broken window,JE,13,249,TRUE,1,1309
13,9,114,final year,JE,10,620,TRUE,1,1065
13,10,63,front tire,JE,10,139,TRUE,1,1273
13,11,18,famous person,JE,13,234,TRUE,1,982
13,12,45,good news,JE,9,10360,TRUE,1,1128
13,13,119,economic growth,JE,15,6627,TRUE,1,1369
13,14,62,black hole,JE,10,2889,TRUE,1,1238
13,15,11,near future,JE,11,2422,TRUE,1,1315
13,16,122,tragic deaths,JE,13,49,TRUE,0,780
13,17,7,beautiful woman,JE,15,1386,TRUE,1,847
13,18,110,handsome man,JE,12,606,TRUE,1,1187
13,19,131,bitter experience,JE,17,97,TRUE,1,1236
13,20,79,big eyes,JE,8,321,TRUE,1,1184
13,21,97,high price,JE,10,971,TRUE,1,1392
13,22,85,strong wind,JE,11,238,TRUE,1,772
13,23,33,clean water,JE,11,1797,TRUE,1,1691
13,24,106,bad debt,Eonly,8,203,TRUE,1,1639
13,25,116,bare feet,Eonly,9,1552,TRUE,1,953
13,26,22,brief moment,Eonly,12,656,TRUE,1,1221
13,27,103,broad daylight,Eonly,14,597,TRUE,0,1185
13,28,92,busy road,Eonly,9,77,TRUE,0,0
13,29,120,careful attention,Eonly,17,396,TRUE,1,1490
13,30,66,coming months,Eonly,13,938,TRUE,1,1252
13,31,123,early bird,Eonly,10,178,TRUE,1,1920
13,32,40,easy decision,Eonly,13,217,TRUE,1,1336
13,33,88,false teeth,Eonly,11,200,TRUE,0,1348
13,34,73,flat rate,Eonly,9,125,TRUE,0,1096
13,35,5,free speech,Eonly,11,3214,TRUE,1,1225
13,36,113,full understanding,Eonly,18,198,TRUE,1,982
13,37,51,hard luck,Eonly,9,93,TRUE,0,1269
13,38,6,low speed,Eonly,9,501,TRUE,1,1176
13,39,44,lucky guess,Eonly,11,30,TRUE,0,1098
13,40,52,open arms,Eonly,9,473,TRUE,0,1229
